accad, 23
accademia, 36
accaron, 66
acccording, 42
accedas, 191
accede, 32
acceded, 44
acceding, 33
accelerate, 41
accelerated, 47
accelerating, 62
acceleration, 82
accendit, 98
accent, 51
accented, 56
accenting, 49
accents, 55
accentuate, 39
accentuated, 50
accentuates, 52
accentuating, 51
accentuation, 44
accep, 53
accepi, 93
accepit, 82
accept, 40
acceptable, 43
acceptably, 82
acceptam, 157
acceptance, 40
acceptances, 94
acceptat, 46
acceptation, 46
acceptations, 30
accepted, 47
acceptest, 47
accepteth, 42
accepting, 72
acception, 126
acceptions, 46
acceptons, 33
acceptress, 80
accepts, 53
acceptum, 125
accesible, 74
access, 55
accessary, 16
accessed, 86
accesses, 40
accessibility, 11
accessible, 61
accession, 33
accessions, 103
accessories, 35
accessorily, 96
accessory, 44
accheta, 50
accho, 25
acci, -10
accidence, 47
accidens, 54
accident, 45
accidental, 57
accidentall, 17
accidentally, 55
accidentarily, 32
accidentary, 58
accidente, 1
accidentes, 23
accidently, 61
accidents, 48
accidere, 47
accidunt, 58
acciones, -5
accipimus, 133
accite, 7
accited, 20
accites, 46
acclaim, 45
acclaime, 31
acclaimed, 62
acclamation, 59
acclamations, 68
acclimatised, 49
acclivities, 71
acclivity, 39
accolade, 1
accommodata, 107
accommodate, 42
accommodated, 47
accommodates, 52
accommodating, 50
accommodatingly, 46
accommodation, 46
accommodations, 47
accommodatum, 55
accommodi, 33
accommodo, 58
accompagner, 69
accompanable, 69
accompani, 31
accompanied, 53
accompanies, 65
accompaniment, 35
accompaniments, 48
accompanist, 24
accompany, 39
accompanying, 52
accompanyist, 43
accompli, 32
accomplice, 32
accomplices, 46
accomplish, 44
accomplished, 47
accomplishes, 50
accomplishing, 57
accomplishment, 41
accomplishments, 48
accomplisht, 27
accompt, 69
accons, 12
accord, 33
accordance, 68
accordant, 41
accorded, 49
accordeth, 31
accordin, 44
according, 33
accordingly, 47
accordion, 85
accords, 39
accost, 56
accosted, 54
accostes, 34
accosting, 58
accosts, 43
accouche, 94
accouchement, 31
accouchements, 56
accoucheur, 41
accoucheuse, 17
accouchez, 58
accoules, 48
account, 36
accountability, 25
accountable, 31
accountant, 45
accountants, 89
accounted, 42
accounting, 36
accounts, 47
accouterments, 64
accoutre, 51
accoutred, 72
accoutrement, 54
accoutrements, 51
accredited, 48
accredits, 42
accretion, 66
accretions, 83
accrew, 59
accreweth, -16
accrue, 42
accrued, 32
accrues, 63
accrueth, 52
accruing, 60
accumulate, 44
accumulated, 47
accumulates, 58
accumulating, 51
accumulation, 48
accumulations, 57
accumulative, 62
accumulators, 35
accuracy, 54
accurat, 110
accurate, 61
accurately, 57
accurs, 45
accursed, 44
accurst, 48
accus, 30
accusat, 123
accusation, 49
accusations, 54
accusative, 45
accusativo, 68
accusatory, 43
accuse, 41
accused, 48
accuser, 33
accusers, 49
accuses, 50
accuseth, 30
accusing, 52
accustom, 40
accustomary, 57
accustomd, 34
accustomed, 37
accustoming, 39
accustoms, 49
ace, 51
acebo, -57
aceda, -38
aceite, -18
aceitera, 20
aceitunas, -10
aceldama, 55
acelerada, -10
acelerado, -6
acelerando, 18
acendrad, 6
acento, -17
acentos, 25
acept, 2
aceptar, -15
acepto, 13
acer, 90
acerada, 15
acerado, -52
acerb, 9
acerbae, 47
acerbities, 72
acerbity, 63
acerbum, 118
acerc, -48
acerca, -12
acercado, -64
acercando, -14
acero, -11
aceros, -30
acerrimam, 167
acerrimus, 125
acert, -16
acertaba, -14
acertaban, -48
acertad, 48
acertada, 3
acertadas, -32
acertado, -11
acertados, 30
acertar, -8
acertara, 3
acertare, -26
acertares, -7
acertarle, 18
acertaron, -10
acertase, 8
acertasen, -38
acertastes, -8
acervi, 25
acervo, 73
aces, 41
acescit, 152
acetaba, -57
acetaban, 2
acetaci, 9
acetar, 18
acetarlos, -36
acetaron, -2
acetaros, -2
acete, 4
acetic, 32
aceto, 5
acetones, 15
acetous, 52
aceyte, 46
ach, 44
achaean, 36
achaeans, 47
achaemenes, 171
achaeus, 38
achaia, 47
achaian, 32
achaians, 48
achaicus, 41
achan, 29
achaque, 0
achar, 52
acharne, 63
acharyas, 29
achates, 27
achaz, 136
achbor, 24
ache, 41
ached, 33
achelous, 53
acheron, 47
acheronta, 117
acherontia, 67
acherontis, 265
achery, 28
aches, 47
achiev, 34
achievd, 49
achieve, 39
achieved, 48
achievement, 43
achievements, 54
achiever, 53
achieves, 47
achieving, 60
achille, 97
achillean, 85
achilleid, 6
achilleis, 79
achilles, 49
achilleses, 26
achim, 68
aching, 44
achings, 71
achish, 35
achitophel, 54
achmet, 40
achmetha, 12
achor, 37
achreoin, 98
achsa, 31
achsah, 73
achsel, -31
achseln, -62
achselspange, -99
achshaph, 58
acht, -9
achten, -46
achtete, -55
achtmal, -63
achtunddrei, -14
achtung, -12
achtzehn, -42
achtzugeben, -106
achzib, 36
aciago, -47
aciagos, 14
acicalada, -33
acid, 55
acidente, -11
acides, 28
acidly, 62
acids, 62
acidulated, 133
acidulous, 54
acidumque, 57
acie, 94
acierta, -20
aciertan, -18
acierte, 32
aciertes, 18
acierto, -9
acies, 51
aciones, 4
acite, 55
acknowledg, 27
acknowledge, 39
acknowledged, 46
acknowledgement, 39
acknowledgements, 78
acknowledges, 47
acknowledgeth, 48
acknowledging, 57
acknowledgment, 40
acknowledgments, 55
acknown, 20
acksually, 7
acky, 95
acl, -13
aclamaban, 24
aclamaron, -18
aclara, -40
aclaraba, -41
aclarase, 48
aclare, -8
acme, 33
acobard, -39
acobardaban, 16
acobardado, -37
acobardan, 22
acobarde, -23
acoceado, -20
acocear, 17
acog, 40
acogen, 53
acoger, -14
acogerse, -38
acogi, -30
acogida, -5
acogido, -45
acogidos, 26
acogiese, -12
acogiesen, 76
acogimiento, 2
acogimientos, -17
acogistes, 11
acoja, 61
acold, 27
acolyte, 24
acolytes, 108
acom, 6
acomet, -1
acometa, 6
acomete, -10
acometedor, -11
acometedores, -16
acometella, 2
acometellas, -20
acometemos, -40
acometen, 7
acometer, -10
acometerla, 9
acometerlas, 80
acometi, -3
acometida, -7
acometido, -4
acometidos, -24
acometiendo, -17
acometiera, 31
acometieran, -25
acometieron, -22
acometiese, 29
acometimientos, -16
acoming, 59
acomod, -19
acomodaba, -12
acomodada, -25
acomodado, -9
acomodados, 5
acomodan, -12
acomodando, 39
acomodar, -24
acomodarle, -5
acomodarme, -45
acomodaron, -23
acomodarse, 0
acomodase, -36
acomodasen, -14
acomode, -32
acompa, -14
acondicionado, -15
aconite, 63
aconitum, 23
acons, 63
aconsej, -2
aconseja, -14
aconsejaba, 0
aconsejada, 20
aconsejado, -7
aconsejando, -9
aconsejar, -21
aconsejara, -13
aconsejaremos, -56
aconsejarla, 17
aconsejarle, -51
aconsejarme, 24
aconsejaron, 2
aconsejarte, -8
aconsejas, 10
aconseje, 11
aconsejo, -49
acontec, -29
acontece, -11
acontecen, -26
acontecer, 7
acontecerle, -23
acontecerles, 3
aconteci, -2
acontecido, -15
acontecieran, -30
acontecieron, -33
acontecimiento, -10
acontecimientos, 22
acontencido, -56
acord, -22
acordaba, -20
acordado, 1
acordamos, 6
acordar, -32
acordara, -9
acordaran, -40
acordarme, -16
acordaron, -18
acordarse, -19
acordarte, 18
acordase, -41
acordo, 54
acorn, 54
acorns, 48
acorredme, -4
acorrer, -12
acorrerme, -18
acorri, -50
acorriesen, -68
acorruc, -28
acorta, -22
acortando, 9
acortar, -8
acortes, -47
acos, 13
acosa, -19
acosado, -30
acosados, -40
acost, 9
acosta, 63
acostado, 21
acostar, -16
acostarme, 9
acostasen, 20
acostumbrada, -17
acostumbradas, -22
acostumbrado, -12
acostumbrados, -2
acostumbrar, -54
acostumbro, 12
acot, -4
acotaciones, -31
acotar, -21
acote, 5
acoustic, 49
acoustical, 73
acoustics, 33
acquaint, 42
acquaintance, 46
acquaintances, 53
acquaintanceship, 69
acquainted, 40
acquainting, 44
acquaints, 34
acquaviva, 91
acqui, 48
acquiesc, 49
acquiesce, 39
acquiesced, 46
acquiescence, 41
acquiescent, 42
acquiesces, 13
acquiescing, 58
acquir, 36
acquirable, 81
acquire, 48
acquired, 47
acquirement, 50
acquirements, 49
acquirer, 34
acquires, 46
acquireth, 28
acquiring, 49
acquiritur, 152
acquisition, 37
acquisitions, 52
acquisitive, 51
acquisitiveness, 23
acquit, 42
acquitall, 36
acquittal, 46
acquittance, 60
acquittances, 66
acquitted, 57
acquitteth, 66
acquitting, 55
acracking, 20
acre, 43
acreage, 112
acrebillado, -69
acrebillaron, -43
acrecent, -21
acrecentaba, -13
acrecentamiento, -8
acrecentar, -14
acrecentarse, -22
acrecentase, -8
acrecientan, 1
acreciente, -44
acredit, 33
acreditaba, -3
acreditaban, -9
acreditado, 1
acreditan, 7
acreditar, 26
acreditarse, -7
acreditarte, 52
acreditasen, 18
acredite, 36
acreedor, 83
acres, 46
acrewk, 5
acri, 79
acribado, 56
acribar, -5
acribarme, 9
acrid, 48
acridness, 19
acrimonious, 39
acrimony, 54
acrior, 133
acris, 127
acrisole, 20
acrius, 68
acrobat, 47
acrobatic, 34
acrobatics, 81
acrobats, 53
acroneos, 77
acropolis, 12
across, 52
acrosse, 42
acrost, 44
acrostic, 35
act, 44
acta, 79
actaea, 80
actaeon, 32
actarum, 84
acte, 29
acted, 50
actest, 72
acteth, 36
actin, 65
acting, 49
actings, 38
action, 46
actionable, 20
actione, 76
actions, 48
actionum, 148
actis, 55
actium, 38
active, 65
actively, 63
activities, 45
activity, 50
activo, 12
acto, -8
acton, 61
actor, 41
actores, 7
actori, 84
actors, 37
actos, -29
actress, 36
actresses, 56
acts, 48
actu, 202
actual, 49
actuality, 37
actualize, 14
actuall, 32
actually, 51
actuary, 61
actuate, 46
actuated, 54
actuates, 41
actuating, 53
actuly, 44
actum, 62
acture, 25
actus, 106
acu, 21
acuant, 162
acuchilladas, -41
acuchillado, -11
acuchillador, -11
acuci, -70
acucies, 5
acud, -13
acuda, 11
acudas, 14
acude, -12
acudi, -5
acudid, -16
acudido, -43
acudiendo, -13
acudieren, 12
acudieron, -10
acudiesen, 64
acudimos, 13
acudir, -16
acuens, 68
acuerda, -27
acuerdan, -31
acuerdas, -48
acuerde, -20
acuerdes, 21
acuerdo, -15
acuerdos, 13
acuesta, -40
acuestan, -12
acuit, -60
acuitar, -14
acuitedes, 25
aculeata, 67
acull, -1
acumen, 53
acuminated, 53
acumine, 60
acurruc, 13
acus, 91
acusado, -63
acusar, 7
acusare, -4
acushla, 56
acushnet, 41
acuso, 38
acute, 53
acutely, 45
acuteness, 47
acutest, 48
acutiores, 111
acuto, 87
acutos, 51
acziavimas, 46
ad, 63
ada, 39
adadah, 32
adag, 66
adage, 33
adages, 53
adah, 35
adahala, -49
adaiah, 25
adair, 66
adalia, 35
adalid, -50
adallas, 120
adam, 43
adamaba, 4
adamada, 51
adamah, 33
adamant, 26
adamantine, 52
adamar, -18
adamas, 20
adamastor, 40
adami, 92
adamic, 43
adamite, 46
adamo, 18
adams, 50
adamson, 99
adapt, 40
adaptability, 111
adaptable, 32
adaptableness, 95
adaptation, 31
adaptations, 59
adapted, 44
adapting, 52
adapts, 103
adar, 12
adarga, 9
adargas, -10
adarme, -53
adarva, -17
adas, -7
adayes, 46
adays, 27
adbeel, 74
add, 37
addan, 70
addar, 33
adde, 37
added, 45
addenda, 41
addendum, 7
adder, 40
addere, 135
adderly, 25
adders, 42
addes, 22
addeth, 31
addi, 33
addict, 55
addicted, 46
addictedness, 64
addicti, 147
addiction, 36
adding, 49
addio, 59
addiscerit, 86
addison, 48
addisons, 34
addit, 205
addita, 99
addition, 30
additional, 69
additionally, 60
additions, 53
addito, 194
addle, 26
addleaddle, 76
addled, 41
addlepated, 47
addlestone, 42
addleton, 54
addling, 46
addo, 38
addon, 84
address, 42
addressd, 70
addressed, 42
addressee, 63
addresser, 64
addresses, 43
addresseth, 41
addressing, 60
addrest, 38
adds, 46
adduce, 46
adduced, 59
adducing, 87
addunt, 39
ade, 29
adeimantus, 55
adel, 98
adela, 69
adelaide, 47
adelant, -14
adelanta, -42
adelantaba, -44
adelantado, -27
adelantados, 34
adelantara, -15
adelantaron, 23
adelantasen, 6
adelante, 1
adele, 50
adelfa, -37
adelfas, 5
adelgaza, 18
adeli, -27
adelite, 7
adella, 60
adelmonte, 53
adelon, 79
adelph, 31
adelphi, 47
adem, -3
ademanes, 16
ademit, 26
adempte, 71
ademptum, 60
aden, 142
adenoids, 204
adentro, -6
adeo, 95
adeone, 93
adeoque, 124
adept, 33
adeptness, 75
adepts, 52
adequate, 52
adequately, 68
ader, 10
aderece, 15
aderez, -12
aderezaban, 23
aderezada, -3
aderezado, -2
aderezados, -4
aderezando, 31
aderezar, -23
aderezarla, -24
aderezarles, -32
aderezaron, 15
aderezas, -48
aderezasen, 24
aderezaste, 3
aderezo, -17
adern, -47
aderos, 31
ades, 46
adest, 97
adestrer, 107
adevinaba, -4
adfingere, 62
adhaerance, 7
adhaere, 74
adhaerence, 49
adhaerent, 20
adhaereth, 51
adhaering, 47
adhere, 32
adhered, 51
adherence, 39
adherent, 46
adherente, -45
adherentes, 18
adherents, 41
adheres, 28
adhering, 43
adhesion, 30
adhesive, 36
adhesiveness, 25
adhibent, 107
adhibere, 103
adhiberi, 64
adhibet, 68
adhorent, 149
adhorescunt, 108
adhuc, 84
adi, -7
adiaphane, 43
adido, -37
adidura, -29
adiduras, -6
adiel, 15
adiendo, -28
adieron, -17
adiese, -7
adiesen, -63
adieu, 58
adieus, 65
adieux, 51
adige, 47
adin, 47
adina, 0
adino, 34
adinventiones, 22
adiofora, 43
adios, 39
adipose, 38
adir, -18
adire, 68
adirles, 3
adirondacks, 39
aditamento, 78
aditamentos, 23
adithaim, 39
aditum, 129
aditura, 69
aditus, 50
adiutorium, 56
adivas, -20
adivin, -50
adivina, 35
adivinaba, 15
adivinando, 56
adivinanzas, -5
adivinar, -42
adivinase, -16
adivinen, 2
adivino, -20
adivinos, 30
adj, 40
adjacent, 40
adjective, 59
adjectives, 35
adjecto, 31
adjectum, 81
adjicit, 107
adjoin, 38
adjoined, 61
adjoining, 39
adjoins, 53
adjourn, 27
adjourne, 52
adjourned, 33
adjourning, 54
adjournment, 54
adjoynd, 78
adjudg, 28
adjudged, 37
adjudication, 64
adjudications, 37
adjudicatis, 73
adjunct, 44
adjuncta, 138
adjuncts, 35
adjungitur, 75
adjunto, -23
adjuration, 81
adjure, 30
adjured, 35
adjures, 47
adjust, 41
adjustable, 70
adjusted, 52
adjusting, 51
adjustment, 49
adjustments, 85
adjusts, 67
adjutant, 48
adjutants, 55
adlai, 7
adler, 43
adm, -33
admah, 66
admatha, 48
adme, -52
admeasured, 22
admeasurement, 47
admeasurements, 41
admetus, 74
admin, -29
administer, 43
administered, 49
administering, 50
administers, 55
administraci, -60
administrando, -28
administrar, 14
administrari, 48
administration, 41
administrations, 41
administrative, 62
administrator, 26
administrators, 29
administred, 66
administring, 36
admir, 27
admira, -6
admiraba, -4
admiraban, -28
admirable, 49
admirablemente, 9
admirables, -8
admirably, 53
admiraci, -29
admirada, 7
admiradas, -21
admirado, 3
admirados, -2
admiral, 49
admirals, 52
admiralties, 31
admiralty, 41
admiran, -14
admirant, 40
admirantur, 133
admirar, -34
admirara, -23
admiraran, 37
admirari, 46
admirarla, 12
admiraron, -8
admiraros, 15
admirarse, -19
admirasen, -1
admiration, 47
admirativa, 24
admire, 38
admired, 47
admiren, 33
admirer, 37
admirers, 48
admires, 46
admireth, 28
admiring, 53
admiringly, 65
admiro, -14
admissible, 39
admissibly, 74
admission, 43
admissions, 61
admit, 37
admita, -30
admite, -1
admitidas, -24
admitido, -36
admitidos, -54
admitiere, -12
admitieron, 35
admitir, -6
admitirlas, 80
admitirlos, 26
admito, -46
admits, 48
admittance, 54
admitted, 40
admittedly, 42
admitteth, 49
admitting, 46
admixture, 56
admonish, 42
admonished, 49
admonisher, 29
admonishes, 72
admonisheth, 36
admonishing, 46
admonishingly, 35
admonishment, 59
admonishments, 102
admonisht, 76
admonitaeque, 199
admonition, 45
admonitionis, 28
admonitions, 56
admonitory, 41
admonuit, 147
adna, 70
adnah, 86
ado, 48
adob, -19
adoban, 23
adobar, -16
adobarla, -40
adobarlo, 14
adobie, 36
adobo, -33
adolescence, 46
adolescent, 47
adolescentem, 169
adolescentibus, 84
adolph, 54
adolphe, 39
adolphus, 44
adonai, 49
adonde, 1
adondequiera, 29
adonibezek, 63
adonijah, 44
adonikam, 50
adoniram, 20
adonis, 57
adonizedec, 80
adoperta, 92
adopt, 40
adopted, 47
